|id_entity|type|gender|occupation|generation|region
538|urn:uuid:8366d47e-e910-41fc-8cd2-acf05df4ecd4|jurist|male|scientist|1931-1951|Central Europe
540|urn:uuid:3f397daf-a734-4614-9802-d6d06cfb10fe|economist|male|scientist|1931-1951|Central Europe
542|urn:uuid:b42c230a-a50d-4503-af55-9a5cc29de8bc|jurist|male|other|1871-1891|Central Europe
543|urn:uuid:07320a50-b70d-4667-a58c-bbe7c422eaf7|jurist|male|scientist|1931-1951|Central Europe
544|urn:uuid:2a7029b1-a6ff-4540-ae67-ce6454e8e130|jurist|male|politician|1891-1911|Central Europe
545|urn:uuid:2a7029b1-a6ff-4540-ae67-ce6454e8e130|jurist|male|scientist|1891-1911|Central Europe
546|urn:uuid:348926c6-c6d9-4237-9475-799d7ce46e46|jurist|male|writer|1931-1951|Central Europe
547|urn:uuid:cced5668-9ce4-49ca-a452-e5e180e83170|jurist|male|politician|1851-1871|Central Europe
548|urn:uuid:d2eab817-3c51-41c5-ad69-66e1f8346bbd|jurist|male|scientist|1911-1931|Central Europe
549|urn:uuid:11781e5d-bed3-47c3-a8d3-43bac90f614e|jurist|male|scientist|1931-1951|Central Europe
550|urn:uuid:270eaafb-7fd3-4f1c-9ca5-95914e832b7c|jurist|male|scientist|1931-1951|Central Europe
551|urn:uuid:5bc1e687-5c00-4bd6-b27c-08cd74f7b7f0|jurist|male|scientist|1931-1951|Central Europe
552|urn:uuid:1a844e9e-2364-4fd5-bc1b-1ce01e392d42|jurist|female|scientist|1931-1951|Central Europe
553|urn:uuid:16fb2388-3716-4b62-ac20-06135db4e408|jurist|male|media person|1911-1931|Central Europe
554|urn:uuid:16fb2388-3716-4b62-ac20-06135db4e408|jurist|male|writer|1911-1931|Central Europe
555|urn:uuid:abb13895-6264-44cc-b149-f601f6e0af2d|jurist|male|politician|1871-1891|Central Europe
556|urn:uuid:f0e0949a-5e84-4f8e-80a9-519fdd52d019|jurist|male|scientist|1851-1871|Central Europe
557|urn:uuid:f2a537a9-e15d-4779-84ae-660fe7985f5f|jurist|male|scientist|1911-1931|Central Europe
558|urn:uuid:856c83ba-4d7b-4f33-b152-e50a0a07a77f|jurist|male|politician|1851-1871|Central Europe
559|urn:uuid:b19e4ee8-537f-465f-8d31-37731720de5e|economist|male|scientist|1931-1951|Central Europe
560|urn:uuid:243afedb-5f1f-4344-976f-229f4d24ac06|economist|male|scientist|1931-1951|Central Europe
561|urn:uuid:243afedb-5f1f-4344-976f-229f4d24ac06|economist|male|other|1931-1951|Central Europe
562|urn:uuid:3cfcf715-7cdd-4f5d-b252-4942f960c3d1|jurist|male|politician|1851-1871|Central Europe
563|urn:uuid:3cfcf715-7cdd-4f5d-b252-4942f960c3d1|jurist|male|scientist|1851-1871|Central Europe
564|urn:uuid:77f7c171-6ad5-4152-bcfd-885c3c324bfb|jurist|male|politician|1931-1951|Central Europe
565|urn:uuid:bf85b9ed-0e02-4cd0-8b54-13980d62b8e6|jurist|male|politician|1771-1791|Central Europe
566|urn:uuid:ebf0a635-e347-460d-a316-bf70d19ec2f8|jurist|male|politician|1771-1791|Central Europe
567|urn:uuid:52165900-4959-45b8-b054-da5b4962b9a4|jurist|male|politician|1771-1791|Central Europe
568|urn:uuid:86b3ca62-6b2a-47e9-a1f7-3418b102d19c|jurist|male|scientist|1871-1891|Central Europe
569|urn:uuid:84872777-5985-4b78-88e8-01b928aeb88b|jurist|male|politician|1851-1871|Central Europe
570|urn:uuid:e7992190-5fa7-4a15-9a2a-d13d0fdaa99b|jurist|male|scientist|1851-1871|Central Europe
571|urn:uuid:43e07233-740d-4f09-afc8-2c1ac26a9826|jurist|male|politician|1891-1911|Central Europe
572|urn:uuid:6348603c-f86c-40a5-af81-c7bdb0c58fbe|jurist|male|businessperson|1931-1951|Central Europe
573|urn:uuid:cfbb65e6-6081-438c-bae8-e26d52dfc606|economist|male|politician|1931-1951|Central Europe
574|urn:uuid:cfbb65e6-6081-438c-bae8-e26d52dfc606|economist|male|scientist|1931-1951|Central Europe
575|urn:uuid:c15d0e86-6a92-4e76-a228-3da9f3474615|economist|male|scientist|1871-1891|Central Europe
577|urn:uuid:c15d0e86-6a92-4e76-a228-3da9f3474615|economist|male|other_occupation|1871-1891|Central Europe
578|urn:uuid:82b05e10-6949-4a22-9d14-269df9488aba|jurist|male|scientist|1911-1931|Central Europe
579|urn:uuid:82b05e10-6949-4a22-9d14-269df9488aba|jurist|male|scientist|1911-1931|British Isles
580|urn:uuid:4335e545-71cf-4326-8dff-fef9b8962c0c|economist|male|scientist|1931-1951|Central Europe
582|urn:uuid:b1feb304-cdd8-424e-9835-e402d33fceda|jurist|male|politician|1911-1931|Central Europe
583|urn:uuid:b1feb304-cdd8-424e-9835-e402d33fceda|jurist|male|scientist|1911-1931|Central Europe
584|urn:uuid:cb587996-7eb5-4531-98e1-6a88697ab5a2|jurist|male|scientist|1791-1811|Central Europe
585|urn:uuid:6b2be683-d567-4c7d-9c11-33cebabc9df8|economist|male|scientist|1911-1931|Central Europe
586|urn:uuid:9b3f3db1-0ae7-4775-a103-60ac99cef6b8|jurist|male|politician|1931-1951|Central Europe
587|urn:uuid:70d0828f-8ba5-423f-98de-27beceb32154|jurist|male|scientist|1931-1951|Central Europe
588|urn:uuid:8cf070f7-b701-48e7-b82f-5b93788aca13|jurist|male|politician|1851-1871|Central Europe
589|urn:uuid:8cf070f7-b701-48e7-b82f-5b93788aca13|jurist|male|scientist|1851-1871|Central Europe
590|urn:uuid:93e41a4f-6e1e-470d-80df-cb63874c8357|economist|male|scientist|1931-1951|Central Europe
591|urn:uuid:a84c304e-1f4b-47ef-8ebe-9f204d73e8fd|economist|male|scientist|1931-1951|Central Europe
592|urn:uuid:0c3617d9-9f38-495d-91f9-ea8ea7c3a9b7|economist|male|politician|1931-1951|Central Europe
593|urn:uuid:0c3617d9-9f38-495d-91f9-ea8ea7c3a9b7|economist|male|scientist|1931-1951|Central Europe
594|urn:uuid:0c3617d9-9f38-495d-91f9-ea8ea7c3a9b7|economist|male|writer|1931-1951|Central Europe
595|urn:uuid:0c3617d9-9f38-495d-91f9-ea8ea7c3a9b7|economist|male|businessperson|1931-1951|Central Europe
596|urn:uuid:7fc31ebd-f11c-464f-a450-475f51edf866|jurist|male|writer|1911-1931|Central Europe
597|urn:uuid:35ef8e08-3ae0-4924-bccd-154015f94013|jurist|male|scientist|1931-1951|Central Europe
598|urn:uuid:35ef8e08-3ae0-4924-bccd-154015f94013|jurist|male|other|1931-1951|Central Europe
599|urn:uuid:71604d8c-6ed7-4cf4-bf1e-c7b15892c9c1|jurist|male|scientist|1911-1931|Central Europe
600|urn:uuid:71604d8c-6ed7-4cf4-bf1e-c7b15892c9c1|jurist|male|teacher|1911-1931|Central Europe
603|urn:uuid:f509d834-ddde-4917-9da3-ab16aa424c89|economist|male|scientist|1931-1951|Central Europe
604|urn:uuid:61d6bc05-be3a-4c22-aa0a-c05b6d167496|jurist|male|politician|1931-1951|Central Europe
605|urn:uuid:0156cb35-0bef-4046-9862-eeb3011fc0d8|jurist|male|politician|1911-1931|Central Europe
606|urn:uuid:0156cb35-0bef-4046-9862-eeb3011fc0d8|jurist|male|scientist|1911-1931|Central Europe
607|urn:uuid:0156cb35-0bef-4046-9862-eeb3011fc0d8|jurist|male|writer|1911-1931|Central Europe
608|urn:uuid:0156cb35-0bef-4046-9862-eeb3011fc0d8|jurist|male|other_occupation|1911-1931|Central Europe
609|urn:uuid:40a38692-f46d-4a4d-97a6-1dc7c29eca3e|jurist|male|scientist|1871-1891|Central Europe
610|urn:uuid:0be6a241-db9e-46fc-9fa9-3726715e07c8|jurist|male|scientist|1931-1951|Central Europe
611|urn:uuid:ca9e013c-e145-4655-afac-c4f7965c75bc|economist|male|scientist|1891-1911|Central Europe
612|urn:uuid:ca9e013c-e145-4655-afac-c4f7965c75bc|economist|male|writer|1891-1911|Central Europe
613|urn:uuid:6532bebb-f232-430b-bf87-739e3b7bfde1|jurist|male|scientist|1931-1951|Central Europe
614|urn:uuid:3080b0e7-8508-4af3-bbc0-1011142dd520|jurist|male|politician|1871-1891|Central Europe
615|urn:uuid:98bc4d56-1173-494d-8182-aceef8712af0|jurist|male|scientist|1931-1951|Central Europe
616|urn:uuid:98bc4d56-1173-494d-8182-aceef8712af0|jurist|male|teacher|1931-1951|Central Europe
617|urn:uuid:c84283c7-df5d-416d-8bc0-96fb3832d4fa|jurist|male|scientist|1911-1931|Central Europe
618|urn:uuid:3198e645-69e6-45d4-a1aa-ee78da06487b|jurist|male|politician|1791-1811|Central Europe
619|urn:uuid:3198e645-69e6-45d4-a1aa-ee78da06487b|jurist|male|writer|1791-1811|Central Europe
620|urn:uuid:3198e645-69e6-45d4-a1aa-ee78da06487b|jurist|male|media person|1791-1811|Central Europe
621|urn:uuid:460f714e-3fcf-4a1c-a4a5-0ebb1a0ec1aa|jurist|male|politician|1911-1931|Central Europe
622|urn:uuid:1a8011e4-ef41-4cdc-9417-b1837a4cad1e|jurist|male|politician|1871-1891|Central Europe
623|urn:uuid:318f88d3-da7f-437d-a22b-74cb8789e5f2|economist|male|scientist|1871-1891|Central Europe
624|urn:uuid:6d0aead4-6367-4921-ad35-a38fd8f54643|jurist|male|scientist|1851-1871|Central Europe
625|urn:uuid:6d0aead4-6367-4921-ad35-a38fd8f54643|jurist|male|other_occupation|1851-1871|Central Europe
626|urn:uuid:d765b762-3581-40f1-8e9a-4f9bb9765175|jurist|male|politician|1871-1891|Central Europe
627|urn:uuid:d765b762-3581-40f1-8e9a-4f9bb9765175|jurist|male|other|1871-1891|Central Europe
628|urn:uuid:6e0eb3d0-d72f-4f88-bfe8-81535cb0dd94|jurist|male|politician|1931-1951|Central Europe
629|urn:uuid:34d01976-cc8a-467d-8236-79f09a8e21c8|jurist|male|scientist|1931-1951|Central Europe
630|urn:uuid:1ae351e3-e2a2-44cf-8cff-13b75cb50627|jurist|male|politician|1791-1811|Central Europe
631|urn:uuid:928322fe-7eaf-4c52-b620-f150695218be|jurist|male|scientist|1771-1791|Central Europe
632|urn:uuid:d2c19ac2-e918-4d24-b07f-19197b593899|jurist/economist|male|scientist|1931-1951|Central Europe
633|urn:uuid:edd19439-3413-4517-a824-ae0dc7df463b|jurist|male|scientist|1931-1951|Central Europe
635|urn:uuid:5df2a0fa-1843-45ee-ba4a-1dc8ece7fe0b|jurist|male|politician|1831-1851|Central Europe
636|urn:uuid:2c185ca0-4fea-4488-a741-4523d284c031|jurist|male|scientist|1931-1951|Central Europe
637|urn:uuid:d6d574ec-1aee-4679-87ee-89fbe40fa0de|economist|male|scientist|1931-1951|Central Europe
638|urn:uuid:86c7f0d5-1eab-4164-950c-1c6d7057e9cb|economist|female|scientist|1931-1951|Central Europe
639|urn:uuid:9a54f8b6-3a4b-4475-9b47-1d791909abc0|jurist|male|scientist|1911-1931|Central Europe
640|urn:uuid:124c0c4c-db9d-4404-b435-f22102acd4ea|jurist|female|scientist|1931-1951|Central Europe
641|urn:uuid:7bd2ffe3-af0f-4eaf-a7bd-dede103f973a|jurist|male|scientist|1911-1931|Central Europe
642|urn:uuid:10b3445d-f9d5-4611-a8e9-84e655fa519b|jurist|male|scientist|1931-1951|Central Europe
643|urn:uuid:fc1c3512-10df-45e1-8ad8-0c3e2d002c4b|jurist|male|politician|1911-1931|Central Europe
644|urn:uuid:f135465c-62a9-4a9f-bc3d-880f63380338|jurist|male|politician|1931-1951|Central Europe
645|urn:uuid:6486f7ab-c020-42d8-8936-3e6ed882b307|economist|male|scientist|1931-1951|Central Europe
646|urn:uuid:d317d49e-2fff-4ad6-89b1-d92121a1d046|economist|male|media person|1931-1951|Central Europe
647|urn:uuid:d317d49e-2fff-4ad6-89b1-d92121a1d046|economist|male|scientist|1931-1951|Central Europe
648|urn:uuid:f88ca019-73f4-49d0-8a88-49ab196c9aa2|jurist|male|scientist|1931-1951|Central Europe
649|urn:uuid:9c144533-48a6-42b5-b8e6-8aa38a8d99b4|jurist|male|politician|1851-1871|Central Europe
650|urn:uuid:9c144533-48a6-42b5-b8e6-8aa38a8d99b4|jurist|male|other|1851-1871|Central Europe
651|urn:uuid:c975e667-c7df-4779-b56c-abd7058d7748|jurist|male|politician|1931-1951|Central Europe
652|urn:uuid:c975e667-c7df-4779-b56c-abd7058d7748|jurist|male|scientist|1931-1951|Central Europe
653|urn:uuid:e4c456f0-7744-4d06-a4ca-c7b6dfb39ea2|jurist|male|scientist|1931-1951|Central Europe
654|urn:uuid:cbdd023e-9df5-435c-8465-f9a28a3cf12c|jurist|male|scientist|1911-1931|Central Europe
655|urn:uuid:26ed13ef-6a9c-4cb3-a58a-19dc87c06b2d|jurist|male|politician|1931-1951|Central Europe
656|urn:uuid:78f1d47d-845c-451c-970a-b198599de4bf|jurist|male|scientist|1931-1951|Central Europe
657|urn:uuid:fd282bcd-1741-4ed1-a1ae-dc131f498d94|economist|male|scientist|1931-1951|Central Europe
658|urn:uuid:9620fce2-7a5d-4ba8-b77d-f7a85f9c8c34|jurist|male|scientist|1931-1951|Central Europe
659|urn:uuid:74aaaafe-22ee-4c6a-af1a-b1becfa16517|jurist|male|politician|1871-1891|Central Europe
660|urn:uuid:74aaaafe-22ee-4c6a-af1a-b1becfa16517|jurist|male|politician|1871-1891|Eastern Europe
661|urn:uuid:0fd27409-550c-46e3-8a89-a1486844df77|jurist|male|politician|1931-1951|Central Europe
662|urn:uuid:0fd27409-550c-46e3-8a89-a1486844df77|jurist|male|scientist|1931-1951|Central Europe
663|urn:uuid:cd765756-e4d3-4901-b0e6-a7801ad14c26|jurist|male|scientist|1931-1951|Central Europe
664|urn:uuid:6f44c5f5-40c5-42d9-abda-434685e88722|jurist|male|scientist|1931-1951|Central Europe
665|urn:uuid:32a015d3-c849-4106-af5d-6a6d5d270959|jurist|male|politician|1911-1931|Central Europe
666|urn:uuid:32a015d3-c849-4106-af5d-6a6d5d270959|jurist|male|writer|1911-1931|Central Europe
667|urn:uuid:3bbaf8ea-4ab6-4e32-9f3b-1e8e3a27bd74|jurist|male|media person|1911-1931|Central Europe
668|urn:uuid:3bbaf8ea-4ab6-4e32-9f3b-1e8e3a27bd74|jurist|male|writer|1911-1931|Central Europe
669|urn:uuid:3a53cdc1-d1f6-4d7e-afbe-e2380ecae336|jurist|male|businessperson|1871-1891|Central Europe
670|urn:uuid:5e509e5a-d27f-4995-b304-9b0efb0bcbdb|jurist|male|politician|1851-1871|Central Europe
671|urn:uuid:5e509e5a-d27f-4995-b304-9b0efb0bcbdb|jurist|male|media person|1851-1871|Central Europe
672|urn:uuid:3452f6f9-0076-4a9c-9571-59fd57883b63|economist|female|scientist|1891-1911|Central Europe
674|urn:uuid:bc462f55-0ffe-468b-8a4a-80b31176ca10|jurist|male|politician|1871-1891|Central Europe
675|urn:uuid:71e81941-3f20-4b3e-8650-ae71791a633d|jurist|male|politician|1871-1891|Central Europe
676|urn:uuid:79606125-9b44-4181-ae18-b19536da9ab5|jurist|male|politician|1771-1791|Central Europe
677|urn:uuid:3e12045d-059a-4d5d-a00f-efb02d48fa3c|jurist|male|scientist|1871-1891|Central Europe
679|urn:uuid:be0ae606-98f8-4c80-bea7-95a6dd2cdb2a|jurist|male|scientist|1931-1951|Central Europe
680|urn:uuid:9688245e-d5a8-496b-bae4-81f0d56e10ee|jurist|male|politician|1891-1911|Central Europe
681|urn:uuid:e0dadfe3-8b7c-4189-b67e-8b581f48bd32|economist|male|scientist|1891-1911|Central Europe
682|urn:uuid:de83ecde-485c-41e0-bc7f-c4a4d57bf18c|jurist|male|scientist|1791-1811|Central Europe
684|urn:uuid:afb2c905-4085-468e-b210-aff593e59cae|jurist|male|scientist|1931-1951|Central Europe
685|urn:uuid:23cb155f-e42f-4c63-9f9b-399fe2336c37|jurist/economist|male|scientist|1891-1911|Central Europe
686|urn:uuid:1a68cbc4-f556-4dd2-a62a-26d3c3d6dace|jurist|male|scientist|1871-1891|Central Europe
687|urn:uuid:04e9a98d-dda3-4972-83d6-8eb993a4eb67|economist|male|media person|1851-1871|Central Europe
688|urn:uuid:fa8ecaee-55fe-40eb-b263-c9cb02113935|jurist|male|scientist|1871-1891|Central Europe
689|urn:uuid:ab0787ed-c2b9-4608-bd1f-8636564dadac|economist|male|politician|1891-1911|Central Europe
690|urn:uuid:ab0787ed-c2b9-4608-bd1f-8636564dadac|economist|male|scientist|1891-1911|Central Europe
691|urn:uuid:bc9a213a-dfde-420c-b6ad-59c02e76e838|jurist|male|politician|1911-1931|Central Europe
692|urn:uuid:2aa91c7b-e351-462d-b16b-0708b86588e9|jurist|male|politician|1931-1951|Central Europe
693|urn:uuid:59c40d55-9387-4a4c-b1cc-2efefc5f9dee|jurist|male|scientist|1931-1951|Central Europe
694|urn:uuid:1087473a-7ba3-4066-bfed-bed8df5f9c17|economist|male|scientist|1931-1951|Central Europe
695|urn:uuid:aa4eba77-d959-4f97-8193-8fdc9546e91d|jurist|male|media person|1871-1891|Central Europe
696|urn:uuid:7c5e4705-4b29-4e4c-9973-97a2c80bd346|jurist|male|scientist|1931-1951|Central Europe
697|urn:uuid:d11b9231-dcf5-40a3-9500-12689830e12a|jurist|male|scientist|1931-1951|Central Europe
698|urn:uuid:2dd939e5-9958-49c7-8e18-d93ac862f802|jurist|male|politician|1931-1951|Central Europe
699|urn:uuid:4634c62c-ab41-4b94-a610-888c0e6dc15c|jurist|female|politician|1931-1951|Central Europe
700|urn:uuid:23e4ac8a-8c90-42e8-9244-447c8cfb7ab2|jurist|male|scientist|1791-1811|Central Europe
702|urn:uuid:5f4a623d-c055-4787-9468-a1821a961d7d|jurist|male|scientist|1911-1931|Central Europe
704|urn:uuid:b8ee4d75-a95b-4477-8553-5062dcc8faa7|jurist|male|media person|1911-1931|Central Europe
705|urn:uuid:b8ee4d75-a95b-4477-8553-5062dcc8faa7|jurist|male|writer|1911-1931|Central Europe
706|urn:uuid:b8ee4d75-a95b-4477-8553-5062dcc8faa7|jurist|male|scientist|1911-1931|Central Europe
707|urn:uuid:f66bc253-3081-47ee-bc5b-01744ace06ea|jurist|male|writer|1771-1791|Central Europe
708|urn:uuid:f66bc253-3081-47ee-bc5b-01744ace06ea|jurist|male|other|1771-1791|Central Europe
709|urn:uuid:f0c08b62-9907-4cfa-a743-f398fbce544e|jurist|male|scientist|1931-1951|Central Europe
710|urn:uuid:e89117af-1af1-40f2-b3f5-2744be429e0e|jurist|male|scientist|1931-1951|Central Europe
711|urn:uuid:9bb0e388-0fce-4466-8f35-3af6f869c57f|jurist|male|scientist|1891-1911|Central Europe
713|urn:uuid:7d05d054-ea27-4964-bcbe-2958c946053c|jurist|male|politician|1891-1911|Central Europe
714|urn:uuid:9d97de3b-ba55-44e1-837e-a0fd87f1ea03|jurist|male|scientist|1931-1951|Central Europe
715|urn:uuid:9d97de3b-ba55-44e1-837e-a0fd87f1ea03|jurist|male|media person|1931-1951|Central Europe
716|urn:uuid:c6f0e119-0cf3-4846-922c-0698d339a5af|jurist|male|politician|1791-1811|Central Europe
717|urn:uuid:e84c0c04-5545-4db9-a6f8-3f8e2986a100|jurist|male|scientist|1771-1791|Central Europe
719|urn:uuid:7dfa05b2-757e-4031-81a3-8495a457e515|jurist|male|scientist|1891-1911|Central Europe
720|urn:uuid:5b8b8301-df35-4091-88cf-01115648e8cd|jurist|male|businessperson|1931-1951|Central Europe
721|urn:uuid:5b8b8301-df35-4091-88cf-01115648e8cd|jurist|male|scientist|1931-1951|Central Europe
722|urn:uuid:5b8b8301-df35-4091-88cf-01115648e8cd|jurist|male|writer|1931-1951|Central Europe
723|urn:uuid:ac675399-5851-4c2a-8ec5-125ccf58bfa0|jurist|male|scientist|1931-1951|Central Europe
724|urn:uuid:e2c76905-f640-4703-8f53-9e868173521d|economist|male|scientist|1931-1951|Central Europe
725|urn:uuid:66079a69-a291-412a-85f9-d899a162ede7|jurist|male|scientist|1931-1951|Central Europe
726|urn:uuid:093fbdbb-7a2c-41c4-96c4-0ed913951924|jurist|male|scientist|1931-1951|Central Europe
727|urn:uuid:41ba0061-601a-4e1c-ba2f-3eed6bfb749e|jurist|male|scientist|1931-1951|Central Europe
728|urn:uuid:da77ed06-2997-408e-b75a-907ee735f58d|jurist|male|politician|1931-1951|Central Europe
729|urn:uuid:4ba38f45-685d-4500-8d77-b3b770078b20|jurist|male|scientist|1931-1951|Central Europe
730|urn:uuid:fd2f8f63-75c5-4a7b-874e-4d49100b98f3|jurist|male|politician|1931-1951|Central Europe
731|urn:uuid:bbfbb6a8-bd05-4ea7-a053-0c701f75cc5a|jurist|male|scientist|1931-1951|Central Europe
732|urn:uuid:89f4a5fc-85d5-4431-a178-3a7f1c9efdf3|jurist|male|scientist|1931-1951|Central Europe
733|urn:uuid:1e6ace49-8ab7-4de9-8789-9353e8397059|jurist|male|scientist|1791-1811|Central Europe
734|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|politician|1911-1931|Central Europe
735|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|politician|1911-1931|Scandinavia
736|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|scientist|1911-1931|Central Europe
737|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|scientist|1911-1931|Scandinavia
738|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|writer|1911-1931|Central Europe
739|urn:uuid:c473a0ed-ba64-4dc3-9194-584c56120831|jurist|male|writer|1911-1931|Scandinavia
740|urn:uuid:0cd61ca0-d1a3-49a2-b414-640e11332697|jurist|male|scientist|1891-1911|Central Europe
741|urn:uuid:72f797bf-ca33-47cd-a256-42c826431937|jurist|male|politician|1931-1951|Central Europe
742|urn:uuid:72f797bf-ca33-47cd-a256-42c826431937|jurist|male|scientist|1931-1951|Central Europe
743|urn:uuid:80cae92b-2793-4011-89c8-36d3205a25a7|jurist|male|scientist|1791-1811|Central Europe
744|urn:uuid:80cae92b-2793-4011-89c8-36d3205a25a7|jurist|male|other|1791-1811|Central Europe
745|urn:uuid:f405c7dc-130f-4d9f-8a3a-cb5291ef4343|jurist|male|politician|1891-1911|Central Europe
746|urn:uuid:7e9e02c6-7b1a-4db4-bfed-f56a4bae60ab|jurist|male|politician|1871-1891|Central Europe
747|urn:uuid:2cd12dbd-3b4d-4489-aa7c-c78f2db8d22d|jurist|male|politician|1871-1891|Central Europe
748|urn:uuid:d52315c3-06ef-40c3-9457-1e19c331aae7|jurist|male|businessperson|1891-1911|Central Europe
750|urn:uuid:02a1b51c-9db9-4bd1-b524-17045e5ea5b8|jurist|male|scientist|1851-1871|Central Europe
752|urn:uuid:e86bb07c-8260-472b-89d9-c67884c347b0|jurist|male|writer|1911-1931|Central Europe
753|urn:uuid:a0b8f7d2-da38-478f-9b7c-d6fb14689799|jurist|male|scientist|1871-1891|Central Europe
754|urn:uuid:bf5abc2b-13ab-4261-b0c4-d48b1db9c65d|jurist|male|scientist|1871-1891|Central Europe
755|urn:uuid:9badb553-4c57-480c-91b0-356afbf0ec69|economist|male|scientist|1931-1951|Central Europe
756|urn:uuid:0b6f8182-411c-4a71-b6d1-9a55528c6148|jurist|male|scientist|1931-1951|Central Europe
757|urn:uuid:9289e538-36eb-4b12-9138-cf4ca18f43ca|economist|male|scientist|1931-1951|Central Europe
758|urn:uuid:2d18d37a-aed4-498b-98c3-e04db640ef46|economist|male|writer|1831-1851|Central Europe
759|urn:uuid:2d18d37a-aed4-498b-98c3-e04db640ef46|economist|male|businessperson|1831-1851|Central Europe
760|urn:uuid:3673a70c-cf8d-4bc1-9e60-38c1d1adbf9a|jurist|male|scientist|1931-1951|Central Europe
761|urn:uuid:a827eff5-55c5-4273-b2f6-b3be19f7938f|jurist|male|scientist|1911-1931|Central Europe
762|urn:uuid:a4027af7-255a-4d25-9b80-38a94ec87fba|jurist|male|scientist|1931-1951|Central Europe
763|urn:uuid:1167b367-f2d8-4d0a-96aa-4aba68ae9ee9|economist|male|scientist|1891-1911|Central Europe
764|urn:uuid:89b0fddd-4c9a-498d-9293-616a9a6b6610|jurist|male|scientist|1931-1951|Central Europe
765|urn:uuid:77627079-ad6e-482b-810b-26c0648a5ecf|jurist|male|scientist|1911-1931|Central Europe
767|urn:uuid:36e4105b-a66d-4591-a6ff-8048cd072f11|jurist|male|scientist|1931-1951|Central Europe
768|urn:uuid:cc8fcc5a-5737-4329-9066-238f5aacfc9e|jurist|male|scientist|1931-1951|Central Europe
