|type|gender|occupation|generation|continent
817|jurist|male|politician|1851-1871|North Am.
819|jurist|male|politician|1911-1931|North Am.
824|economist|female|teacher|1911-1931|North Am.
825|economist|female|scientist|1911-1931|North Am.
826|jurist|male|writer|1891-1911|North Am.
827|jurist|male|politician|1871-1891|North Am.
828|jurist|male|politician|1871-1891|North Am.
829|jurist|male|politician|1851-1871|North Am.
830|jurist|male|politician|1851-1871|North Am.
831|jurist|male|politician|1891-1911|North Am.
832|jurist|male|politician|1831-1851|North Am.
833|jurist|male|politician|1931-1951|North Am.
836|jurist|male|athlete|1931-1951|North Am.
837|jurist|male|politician|1831-1851|North Am.
838|jurist|male|politician|1891-1911|North Am.
840|jurist|male|politician|1931-1951|North Am.
841|jurist|female|politician|1931-1951|North Am.
843|jurist|male|media person|1891-1911|North Am.
844|jurist|male|politician|1931-1951|North Am.
845|jurist|male|politician|1931-1951|North Am.
846|jurist|male|other_occupation|1891-1911|North Am.
847|jurist|male|other_occupation|1891-1911|Europe
849|jurist|male|politician|1891-1911|North Am.
850|jurist|male|politician|1891-1911|North Am.
851|economist|male|scientist|1891-1911|North Am.
852|economist|male|scientist|1891-1911|North Am.
854|jurist|male|politician|1931-1951|North Am.
855|jurist|male|politician|1911-1931|North Am.
856|jurist|male|politician|1811-1831|North Am.
857|economist|male|writer|1851-1871|North Am.
858|economist|male|scientist|1851-1871|North Am.
859|jurist|male|politician|1891-1911|North Am.
860|jurist|male|other_occupation|1891-1911|North Am.
861|jurist|male|politician|1871-1891|North Am.
862|jurist|male|politician|1851-1871|North Am.
863|jurist|male|businessperson|1851-1871|North Am.
864|jurist|male|politician|1871-1891|North Am.
865|jurist|male|politician|1871-1891|North Am.
866|jurist|male|politician|1931-1951|North Am.
869|jurist|male|politician|1831-1851|North Am.
870|jurist|male|media person|1831-1851|North Am.
872|jurist|male|politician|1831-1851|North Am.
873|jurist|male|politician|1891-1911|North Am.
874|jurist|male|businessperson|1911-1931|North Am.
876|jurist|male|scientist|1871-1891|North Am.
880|jurist|male|politician|1811-1831|North Am.
881|jurist|male|businessperson|1811-1831|North Am.
882|jurist|male|politician|1851-1871|North Am.
883|jurist|male|politician|1891-1911|North Am.
884|jurist|male|politician|1911-1931|North Am.
888|jurist|male|politician|1931-1951|North Am.
890|jurist|male|businessperson|1931-1951|North Am.
891|jurist|male|politician|1831-1851|North Am.
892|jurist|male|scientist|1831-1851|North Am.
893|jurist|male|politician|1931-1951|North Am.
894|jurist|male|politician|1911-1931|North Am.
895|jurist|male|politician|1891-1911|North Am.
896|jurist|male|politician|1891-1911|North Am.
898|economist|female|politician|1931-1951|North Am.
899|economist|male|scientist|1931-1951|North Am.
900|economist|male|scientist|1931-1951|North Am.
901|economist|male|scientist|1931-1951|Europe
902|economist|male|scientist|1931-1951|Europe
903|jurist|male|politician|1891-1911|North Am.
904|economist|male|teacher|1931-1951|North Am.
905|jurist|male|politician|1871-1891|North Am.
906|jurist|male|politician|1831-1851|North Am.
907|jurist|male|politician|1871-1891|North Am.
908|jurist|male|politician|1911-1931|North Am.
909|economist|male|politician|1911-1931|North Am.
910|economist|male|businessperson|1911-1931|North Am.
911|jurist|male|other_occupation|1931-1951|North Am.
912|jurist|male|politician|1831-1851|North Am.
913|jurist|male|politician|1851-1871|North Am.
914|jurist|male|politician|1911-1931|North Am.
915|jurist|male|politician|1911-1931|North Am.
916|jurist|male|media person|1891-1911|North Am.
917|jurist|male|politician|1891-1911|North Am.
918|jurist|male|politician|1871-1891|North Am.
919|jurist|male|politician|1871-1891|North Am.
920|jurist|male|politician|1851-1871|North Am.
921|jurist|male|politician|1931-1951|North Am.
922|jurist|female|politician|1931-1951|North Am.
923|jurist|male|politician|1911-1931|North Am.
924|jurist|male|politician|1911-1931|North Am.
926|jurist|male|politician|1851-1871|North Am.
928|jurist|male|politician|1831-1851|North Am.
933|jurist|male|politician|1851-1871|North Am.
934|jurist|female|politician|1891-1911|North Am.
935|jurist|male|politician|1831-1851|North Am.
936|jurist|male|politician|1851-1871|North Am.
937|jurist|male|politician|1851-1871|North Am.
938|jurist|male|politician|1891-1911|North Am.
939|jurist|male|scientist|1851-1871|North Am.
940|jurist|male|politician|1871-1891|North Am.
941|jurist|male|politician|1831-1851|North Am.
943|jurist|male|politician|1871-1891|North Am.
944|jurist|male|businessperson|1931-1951|North Am.
945|jurist|male|media person|1931-1951|North Am.
946|jurist|male|politician|1911-1931|North Am.
947|jurist|male|scientist|1931-1951|North Am.
948|jurist|male|writer|1931-1951|North Am.
949|jurist|male|other_occupation|1931-1951|North Am.
951|jurist|male|politician|1831-1851|North Am.
952|economist|male|politician|1911-1931|North Am.
953|jurist|male|politician|1911-1931|North Am.
954|jurist|male|politician|1871-1891|North Am.
955|jurist|male|politician|1871-1891|North Am.
956|jurist|male|politician|1891-1911|North Am.
957|jurist|male|politician|1811-1831|North Am.
958|jurist|male|politician|1931-1951|North Am.
959|economist|male|politician|1911-1931|North Am.
960|economist|male|scientist|1911-1931|North Am.
961|economist|male|writer|1911-1931|North Am.
962|jurist|male|politician|1931-1951|North Am.
964|jurist|female|scientist|1931-1951|North Am.
965|jurist|female|other_occupation|1931-1951|North Am.
973|jurist|male|politician|1891-1911|North Am.
974|jurist|male|politician|1891-1911|North Am.
976|economist|male|businessperson|1911-1931|North Am.
978|jurist|male|politician|1851-1871|North Am.
979|jurist|male|teacher|1931-1951|North Am.
980|economist|male|scientist|1931-1951|North Am.
981|jurist|male|politician|1931-1951|North Am.
982|jurist|male|writer|1931-1951|North Am.
983|jurist|female|other_occupation|1871-1891|North Am.
984|jurist|male|politician|1891-1911|North Am.
985|jurist|male|politician|1911-1931|North Am.
990|jurist|male|politician|1851-1871|North Am.
991|jurist|male|politician|1851-1871|North Am.
993|jurist|male|politician|1831-1851|North Am.
994|jurist|male|other_occupation|1831-1851|North Am.
995|jurist|male|politician|1911-1931|North Am.
997|jurist/economist|male|politician|1931-1951|North Am.
998|jurist/economist|male|media person|1931-1951|North Am.
999|jurist|male|politician|1911-1931|North Am.
1000|jurist|male|politician|1931-1951|North Am.
1001|jurist|male|businessperson|1931-1951|North Am.
1002|jurist|male|politician|1851-1871|North Am.
1003|jurist|male|politician|1931-1951|North Am.
1004|jurist|male|scientist|1931-1951|North Am.
1005|jurist|male|scientist|1891-1911|North Am.
1006|jurist|male|politician|1871-1891|North Am.
1008|jurist|male|politician|1911-1931|North Am.
1009|jurist|male|politician|1931-1951|North Am.
1010|jurist|male|politician|1871-1891|North Am.
1012|jurist|male|politician|1851-1871|North Am.
1013|jurist|male|politician|1891-1911|North Am.
1014|jurist|male|media person|1831-1851|North Am.
1015|jurist|male|politician|1811-1831|North Am.
1016|economist|male|politician|1911-1931|North Am.
1017|jurist|male|politician|1911-1931|North Am.
1018|economist|male|scientist|1931-1951|North Am.
1019|jurist|male|writer|1851-1871|North Am.
1020|jurist|male|politician|1831-1851|North Am.
1021|jurist|male|media person|1831-1851|North Am.
1022|jurist|male|politician|1831-1851|North Am.
1023|jurist|male|politician|1871-1891|North Am.
1024|jurist|male|politician|1931-1951|North Am.
1026|jurist|male|politician|1931-1951|North Am.
1028|jurist|male|businessperson|1931-1951|North Am.
1029|jurist|male|politician|1931-1951|North Am.
1030|jurist|male|politician|1931-1951|North Am.
1032|jurist|male|politician|1871-1891|North Am.
1033|jurist|male|politician|1911-1931|North Am.
1034|jurist|male|politician|1891-1911|North Am.
1035|jurist|male|businessperson|1891-1911|North Am.
1036|jurist|male|politician|1931-1951|North Am.
1037|jurist|male|politician|1851-1871|North Am.
1038|jurist|male|politician|1811-1831|North Am.
1039|jurist|male|politician|1871-1891|North Am.
1040|jurist|male|politician|1891-1911|North Am.
1041|jurist|male|politician|1871-1891|North Am.
1042|jurist|male|politician|1831-1851|North Am.
1043|jurist|male|politician|1911-1931|North Am.
1044|jurist|male|politician|1911-1931|North Am.
1046|jurist|male|politician|1891-1911|North Am.
1047|economist|male|media person|1911-1931|North Am.
1048|jurist|male|politician|1811-1831|North Am.
1049|jurist|male|politician|1851-1871|North Am.
1050|jurist|male|politician|1871-1891|North Am.
1051|jurist|male|politician|1891-1911|North Am.
1052|jurist|male|politician|1871-1891|North Am.
1060|jurist|male|politician|1831-1851|North Am.
1061|jurist|male|politician|1871-1891|North Am.
1062|jurist|male|politician|1891-1911|North Am.
1063|jurist|male|politician|1831-1851|North Am.
1064|jurist|male|politician|1891-1911|North Am.
1065|jurist|male|politician|1871-1891|North Am.
1066|jurist|male|politician|1851-1871|North Am.
1068|economist|male|writer|1931-1951|North Am.
1069|economist|male|writer|1931-1951|Europe
1071|jurist|male|politician|1851-1871|North Am.
1073|jurist|male|politician|1911-1931|North Am.
1075|jurist|male|politician|1851-1871|North Am.
1076|jurist|male|politician|1931-1951|North Am.
1078|jurist|male|politician|1831-1851|North Am.
1079|jurist|male|scientist|1831-1851|North Am.
1082|jurist|male|politician|1891-1911|North Am.
1083|jurist|male|politician|1931-1951|North Am.
1084|jurist|male|politician|1871-1891|North Am.
1085|jurist|male|politician|1931-1951|North Am.
1086|jurist|male|politician|1851-1871|North Am.
1087|jurist|male|politician|1891-1911|North Am.
1088|jurist/economist|male|politician|1931-1951|North Am.
1089|jurist/economist|male|writer|1931-1951|North Am.
1090|jurist|male|politician|1911-1931|North Am.
1091|jurist|male|politician|1831-1851|North Am.
1092|jurist|male|politician|1811-1831|North Am.
1094|jurist|male|politician|1851-1871|North Am.
1095|jurist|male|politician|1811-1831|North Am.
1096|jurist|male|writer|1811-1831|North Am.
1097|jurist|male|teacher|1811-1831|North Am.
1098|jurist|male|politician|1831-1851|North Am.
1099|jurist|male|politician|1831-1851|North Am.
1101|jurist|male|politician|1851-1871|North Am.
1102|jurist|male|politician|1931-1951|North Am.
1103|economist|male|businessperson|1931-1951|North Am.
1104|jurist|male|politician|1851-1871|North Am.
1105|economist|male|scientist|1911-1931|North Am.
1107|jurist|female|other_occupation|1951-1971|North Am.
1109|jurist|male|businessperson|1931-1951|North Am.
1110|jurist|male|politician|1871-1891|North Am.
1111|jurist|male|politician|1811-1831|North Am.
1112|jurist|male|politician|1831-1851|North Am.
1113|jurist|male|politician|1831-1851|North Am.
1114|economist|male|politician|1931-1951|North Am.
1115|jurist|male|politician|1911-1931|North Am.
1116|jurist|male|politician|1851-1871|North Am.
1117|jurist|male|politician|1931-1951|North Am.
1118|jurist|male|politician|1931-1951|North Am.
1119|jurist|male|politician|1931-1951|North Am.
1120|jurist|male|politician|1931-1951|North Am.
1121|jurist|male|politician|1931-1951|North Am.
1124|jurist|male|politician|1931-1951|North Am.
1125|jurist|female|politician|1931-1951|North Am.
1126|economist|male|other_occupation|1931-1951|North Am.
1127|economist|male|scientist|1931-1951|North Am.
1128|economist|male|other_occupation|1931-1951|Asia
1129|economist|male|scientist|1931-1951|Asia
1130|jurist|male|politician|1931-1951|North Am.
1131|jurist|male|politician|1951-1971|North Am.
1133|jurist|male|politician|1931-1951|North Am.
1134|jurist|male|politician|1931-1951|North Am.
1137|jurist|male|politician|1911-1931|North Am.
1138|jurist|male|politician|1891-1911|North Am.
1139|jurist|male|politician|1811-1831|North Am.
1140|jurist|male|politician|1911-1931|North Am.
1142|jurist|male|politician|1931-1951|North Am.
1143|jurist|male|politician|1931-1951|North Am.
1146|jurist|male|politician|1871-1891|North Am.
1147|jurist|male|politician|1891-1911|North Am.
1149|economist|male|scientist|1931-1951|North Am.
1150|jurist|male|politician|1911-1931|North Am.
1151|jurist|male|politician|1931-1951|North Am.
1152|economist|male|politician|1911-1931|North Am.
1153|jurist|male|politician|1931-1951|North Am.
1154|jurist|male|politician|1831-1851|North Am.
1155|jurist|male|politician|1851-1871|North Am.
1156|jurist|female|scientist|1951-1971|North Am.
1158|jurist|male|politician|1931-1951|North Am.
1159|jurist|female|politician|1911-1931|North Am.
1160|jurist|female|writer|1911-1931|North Am.
1162|jurist|male|politician|1931-1951|North Am.
1163|jurist|male|politician|1891-1911|North Am.
1164|jurist|female|politician|1931-1951|North Am.
1165|jurist|male|politician|1831-1851|North Am.
1166|jurist|male|media person|1831-1851|North Am.
1167|jurist|male|businessperson|1911-1931|North Am.
1168|jurist|male|writer|1911-1931|North Am.
1169|economist|male|writer|1931-1951|North Am.
1170|economist|male|scientist|1931-1951|North Am.
1171|economist|male|scientist|1931-1951|North Am.
1172|economist|male|other_occupation|1931-1951|North Am.
1173|jurist|male|politician|1851-1871|North Am.
1174|jurist|male|politician|1851-1871|North Am.
1176|jurist|male|politician|1911-1931|North Am.
1177|jurist|male|politician|1911-1931|North Am.
1178|jurist|male|politician|1911-1931|North Am.
1179|jurist|male|businessperson|1911-1931|North Am.
1180|jurist|male|politician|1851-1871|North Am.
1181|jurist|male|politician|1911-1931|North Am.
1182|jurist|male|politician|1931-1951|North Am.
1183|jurist|male|politician|1911-1931|North Am.
1184|jurist|male|media person|1911-1931|North Am.
1185|jurist/economist|male|businessperson|1931-1951|North Am.
1186|jurist|male|politician|1831-1851|North Am.
1187|jurist|male|politician|1911-1931|North Am.
1188|economist|male|scientist|1931-1951|North Am.
1189|jurist|male|politician|1931-1951|North Am.
1190|jurist|male|scientist|1931-1951|North Am.
1191|economist|male|politician|1911-1931|North Am.
1192|jurist|male|politician|1931-1951|North Am.
1193|jurist|male|politician|1931-1951|North Am.
1194|jurist|male|politician|1911-1931|North Am.
1195|jurist|male|politician|1911-1931|North Am.
1196|jurist|male|politician|1931-1951|North Am.
1197|jurist|male|writer|1931-1951|North Am.
1198|jurist|male|politician|1931-1951|North Am.
1200|jurist|male|politician|1911-1931|North Am.
1201|jurist|male|media person|1931-1951|North Am.
1202|jurist|male|writer|1931-1951|North Am.
1203|jurist|male|scientist|1931-1951|North Am.
1204|jurist|male|media person|1931-1951|Europe
1205|jurist|male|writer|1931-1951|Europe
1206|jurist|male|scientist|1931-1951|Europe
1208|economist|male|scientist|1871-1891|North Am.
1209|jurist|male|politician|1931-1951|North Am.
1210|jurist|male|scientist|1931-1951|North Am.
1211|jurist|male|politician|1911-1931|North Am.
1212|jurist|male|politician|1851-1871|North Am.
1213|jurist|male|politician|1911-1931|North Am.
1214|jurist|male|media person|1911-1931|North Am.
1215|jurist|male|businessperson|1911-1931|North Am.
